WhichDoYouWearMostFrequent,YourFavoriteLegcareBrand,Registration Gender,NumberOfChildren,DoYouPurchaseForOthers,HowDoYouDressForWork,HowManyPairsDoYouPurchase,YourFavoriteLegwearBrand,WhoMakesPurchasesForYou,NumberOfAdults,HowDidYouHearAboutUs,SendEmail,HowOftenDoYouPurchase,HowDidYouFindUs,City,US State,Email,Truck Owner,RV Owner,Motorcycle Owner,Marital Status,Working Woman,Mail Responder,Bank Card Holder,Gas Card Holder,Upscale Card Holder,Unknown Card Type,TE Card Holder,Premium Card Holder,Presence Of Children,Estimated Income Code,Home Market Value,New Car Buyer,Vehicle Lifestyle,Property Type,Loan To Value Percent,Presence Of Pool,Own Or Rent Home,Mail Order Buyer,DMA No Mail Solicitation Flag,DMA No Phone Solicitation Flag,New Bank Card,Speciality Store Retail,Oil Retail Activity,Bank Retail Activity,Finance Retail Activity,Miscellaneous Retail Activity,Upscale Retail,Upscale Speciality Retail,Retail Activity,Dwelling Size,Lendable Home Equity,Home Size Range,Lot Size Range,Dwelling Unit Size,Available Home Equity,Minority Census Tract,Gender,Occupation,Other Indiv\. Gender,Other Indiv\. Occupation,Year of Birth,Value Of All Vehicles,Age,Other Indiv\. Age,Number Of Adults,Year House Was Built,Length Of Residence,Year Home Was Bought,Home Purchase Date,Number Of Vehicles,CRA Income Classification,Number Of Credit Lines,Dataquick Market Code,Insurance Expiry Month,Month Home Was Bought,Year Of Structure,REQUEST_DAY_OF_WEEK,REQUEST_HOUR_OF_DAY,Customer ID,Clicks,Duration,Orderer
hosiery,Bio Depiless,,,False,very casual,1 to 5,Hanes,siblings,,friend / family,True,,,San Antonio,TX,COM,False,False,False,Single,True,True,True,True,True,True,True,False,True,$50;000-$74;999,$50;000-$74;999,,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,False,False,False,True,False,False,True,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,,,,,,16000,,,4,,15,1985,198500,3,4,2,,,,1979,Saturday,7,42122,3,0:00:46,0
athletic socks,Conair,,,False,very casual,15 or more,Danskin,,,other,False,every 6 months,,Grapevine,TX,NET,True,True,False,Married,False,True,True,True,True,True,False,True,True,$75;000-$99;999,$125;000-$149;999,True,SPECIALTY (MIDSIZE/SMALL),,,False,Owner,True,True,True,False,True,True,True,True,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,Male,,,46000,40,40,4,,4,1995,199509,2,4,3,,,9,1979,Saturday,7,42130,18,0:15:27,0
athletic socks,Conair,,,False,very casual,15 or more,Danskin,,,other,True,every 6 months,,South Riding,VA,COM,False,False,False,Married,False,False,False,True,False,False,False,False,False,$100;000-$124;999,$1;000-$24;999,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,10-19 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Female,,,,,,28,,1,,4,,,,,,,,,1972,Saturday,7,42138,5,0:01:31,0
athletic socks,eShave,,,False,comfortable / athletic,15 or more,Greg Norman,,,friend / family,True,,,WEST ALEXANDER,PA,COM,False,False,False,Inferred Married,False,False,False,False,False,False,False,False,False,Under $15;000,,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,,,,,,,32,,2,,5,1995,199500,1,,,,,,1996,Saturday,7,42146,11,0:20:12,0
hosiery,,,,False,business casual,11 to 15,Hanes,,,print ad,True,,,San Francisco,CA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,8,42150,10,0:07:40,0
casual socks,Epilady,,,False,very casual,11 to 15,Hanes,,,friend / family,True,every 6 months,,Lawrenceville,GA,COM,False,False,False,,False,False,False,False,False,False,False,False,False,$50;000-$74;999,,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,,,,,,,,,2,,5,,,,,,,,,1994,Saturday,8,42162,14,0:09:31,0
casual socks,DailyHerbs,,,False,business casual,11 to 15,American Essentials,spouse,,other,False,every 6 months,,Cambridge,MA,EDU,False,False,False,,False,False,False,False,False,False,False,False,False,$30;000-$39;999,,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,,,,,,,,,2,,1,,,,,,,,,1990,Saturday,8,42170,33,0:16:40,0
hosiery,Nature Made,,,False,business casual,15 or more,Hanes,,,other,True,,,Pittsfield,MA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,9,42174,5,0:08:56,0
athletic socks,Kneipp,,,False,comfortable / athletic,15 or more,Danskin,,,other,True,every 6 months,,VANCOUVER,WA,COM,False,False,False,Single,False,True,False,False,False,False,False,False,True,Under $15;000,$75;000-$99;999,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,40-49 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Female,,Male,,,,50,56,3,,1,1991,199100,,,,,,,1980,Saturday,9,42178,22,0:18:08,0
,,,,False,,,,,,,True,,,Ashburn,VA,COM,False,False,False,Single,False,False,False,False,False,False,False,False,False,Under $15;000,$50;000-$74;999,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,9 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Female,,,,,,30,,1,,0,,,,,,,,,1976,Saturday,9,42186,4,0:05:48,0
,,,,False,,,,,,,True,,,Carrollton,TX,COM,False,False,False,,False,True,True,True,False,False,False,False,False,$30;000-$39;999,$75;000-$99;999,,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,,Female,,,,46,58,3,,15,1982,198200,,,,,,,1997,Saturday,9,42190,47,0:29:30,0
,,,,False,business casual,,,,,other,True,every 6 months,,CRESCENT,OK,NET,False,False,False,Married,True,True,True,True,True,True,False,False,True,$20;000-$29;999,$25;000-$49;999,,,,,False,Owner,False,True,True,False,True,True,True,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,SALES/SERVICE,Male,SALES/SERVICE,,,28,28,5,,3,1996,199607,1,,3,,,7,1995,Saturday,9,42202,18,0:26:28,0
casual socks,Living Earth,,,False,business casual,1 to 5,Hanes,,,other,False,,,Greene,RI,COM,False,False,False,Married,False,True,True,True,True,True,False,False,False,$75;000-$99;999,$125;000-$149;999,,,,,False,Owner,True,True,True,False,False,True,True,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,,,,,,,,,5,,4,1996,199600,2,,3,,,,1988,Saturday,10,42206,18,0:19:42,0
,,,,False,,,,,,,True,,,nashville,TN,COM,False,False,False,Married,True,True,True,True,False,False,False,False,False,$75;000-$99;999,$25;000-$49;999,True,,condo,60-69%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $5;000-$9;999,750-999 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,Female,,,,,,30,,1,1973,5,1994,199404,,3,,8,4,4,1980,Saturday,10,42218,18,0:13:11,0
,,,,False,,,,,,other,False,,,San Diego,CA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,11,42226,21,0:06:30,0
casual socks,Conair,,,False,very casual,11 to 15,Hanes,,,friend / family,True,every 6 months,,DeRidder,LA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,11,42230,24,0:12:31,0
,,,,False,,,,,,,False,,,Niles,MI,COM,False,False,False,Married,True,True,True,True,False,False,False,False,True,$75;000-$99;999,$50;000-$74;999,True,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,PROFESSIONAL/TECHNICAL,Male,,,40000,46,22,4,,9,1991,199100,3,,,,,,1986,Saturday,11,42234,1,0:00:00,0
,,,,False,,,,,,,True,,,Haddon Heights,NJ,NET,False,False,False,Single,False,True,True,True,False,True,False,False,False,$75;000-$99;999,$125;000-$149;999,,,single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,False,True,True,False,False,False,False,True,,EQUITY $100;000-$149;999,,,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,,,,,,,70,,3,,15,1980,198000,,3,3,2,,,1976,Saturday,11,42238,33,0:30:01,0
athletic socks,,,,False,comfortable / athletic,1 to 5,Hanes,,,other,True,every 6 months,,Toledo,OH,COM,True,False,False,Married,True,True,True,True,True,True,False,False,True,$50;000-$74;999,$75;000-$99;999,True,SPECIALTY (MIDSIZE/SMALL),single family dwelling,70-74%,False,Owner,True,True,True,False,True,True,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $5;000-$9;999,1;500-1;749 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,CRAFTSMAN/BLUE COLLAR,Male,CRAFTSMAN/BLUE COLLAR,,21000,32,32,3,1964,6,1994,199401,2,4,3,3,1,1,1960,Saturday,11,42246,11,0:10:58,0
hosiery,Living Earth,,,False,business dress,15 or more,Evan Picone,,,print ad,False,,,Manhattan Beach,CA,NET,False,False,False,,False,False,False,False,False,False,False,False,False,$100;000-$124;999,,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,,,,,MULTI FAMILY DWELLING UNIT,,False,,,,,,,32,,1,,,,,,,,,,,,Saturday,12,42254,4,0:01:38,0
trouser socks,,,,False,business dress,11 to 15,Donna Karan,,,print ad,True,every 6 months,,los altos; ca,CA,COM,False,False,False,Married,False,False,True,True,True,False,False,True,False,$75;000-$99;999,$500;000-$774;999,,,single family dwelling,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,2;000-2;499 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $500;000-$749;999,False,Female,,,,,,42,,1,1992,4,1995,199504,2,4,,1,3,4,1947,Saturday,12,42258,6,0:06:07,0
athletic socks,Conair,,,False,comfortable / athletic,1 to 5,Danskin,,,other,True,every 6 months,,Toledo,OH,COM,True,False,False,Married,True,True,True,True,True,True,False,False,True,$50;000-$74;999,$75;000-$99;999,True,SPECIALTY (MIDSIZE/SMALL),single family dwelling,70-74%,False,Owner,True,True,True,False,True,True,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $5;000-$9;999,1;500-1;749 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,CRAFTSMAN/BLUE COLLAR,Male,CRAFTSMAN/BLUE COLLAR,,21000,32,32,3,1964,6,1994,199401,2,4,3,3,1,1,1960,Saturday,12,42266,6,0:01:45,0
casual socks,Conair,,,False,very casual,15 or more,Hanes,,,friend / family,True,every 6 months,,Sterling Heights,MI,COM,True,False,True,Married,True,True,True,True,True,True,False,True,True,$75;000-$99;999,$100;000-$124;999,True,SPECIALTY (MIDSIZE/SMALL),,,False,Owner,True,True,True,False,True,False,True,True,True,False,False,True,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,HOUSEWIFE,Male,ADMINISTRATIVE/MANAGERIAL,,9000,42,42,2,,5,1995,199500,,,8,,,,1976,Saturday,13,42274,46,0:17:12,0
casual socks,Conair,,,False,business dress,15 or more,Berkshire,friend,,e-mail,False,every 6 months,,Milwaukee,WI,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,14,42286,43,0:31:50,0
hosiery,Natural Line,,,False,business casual,1 to 5,Hanes,,,other,True,once a year,,Prairie Village,KS,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,14,42302,15,0:07:47,0
,,,,False,,,,,,,False,,,Hendersonville,TN,COM,True,False,False,Married,True,True,True,False,False,True,False,False,False,$40;000-$49;999,$150;000-$174;999,True,TRUCK OR UTILITY VEHICLE,misc\. residential (condo store/flat),0% (NO LOANS),False,Owner,True,True,True,False,True,False,True,True,False,False,True,True,SINGLE HOUSEHOLD,EQUITY $100;000-$149;999,2;000-2;499 FT,,MULTI FAMILY DWELLING UNIT,EQUITY $150;000-$199;999,False,,,,,,33000,62,,5,1967,15,1985,198500,3,4,5,,,,1970,Saturday,14,42310,28,0:24:31,0
,,,,False,,,,,,,True,,,mission viejo,CA,COM,False,False,False,Married,True,False,True,True,True,False,False,False,True,$100;000-$124;999,$175;000-$199;999,True,,single family dwelling,80-84%,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $1-$4;999,1;250-1;499 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,CLERICAL/WHITE COLLAR,Male,,,,28,30,2,1969,2,1997,199708,2,4,,7,8,8,1970,Saturday,14,42314,28,0:13:53,0
casual socks,Nature Made,,,False,business casual,11 to 15,Hanes,,,other,True,every 6 months,,Burbank,IL,COM,True,True,False,Married,True,True,True,True,False,False,False,False,True,$40;000-$49;999,$125;000-$149;999,True,STATION WAGON,,,False,Owner,True,True,True,False,False,False,False,False,True,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,,,,,,17000,42,,2,,8,1991,199104,,3,,,,4,1970,Saturday,15,42318,3,0:06:15,0
,,,,False,,,,,,,False,,,san diego,CA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,16,42326,7,0:01:44,0
casual socks,Conair,,,False,comfortable / athletic,15 or more,Hanes,,,other,True,once a year,,Shamokin,PA,COM,False,False,False,Inferred Single,True,True,False,True,False,False,False,False,False,$20;000-$29;999,,,,,,False,,True,True,True,False,False,False,False,False,False,False,False,False,,,,,MULTI FAMILY DWELLING UNIT,,False,Female,CRAFTSMAN/BLUE COLLAR,,,,,,,1,,,,,1,,,,,,,Saturday,16,42330,12,0:08:29,0
casual socks,,,,False,,6 to 10,Evan Picone,,,friend / family,True,every 6 months,,Crofton,MD,Other,False,False,False,Inferred Single,False,False,True,True,False,False,False,False,False,$100;000-$124;999,$25;000-$49;999,,,condo,0% (NO LOANS),False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $30;000-$49;000,1;250-1;499 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,,,,,28,,1,1978,1,1998,199808,,2,,6,,8,1980,Saturday,17,42342,5,0:02:17,0
casual socks,Tweezerman,,,False,business casual,6 to 10,DKNY,,,friend / family,True,every 6 months,,NY,NY,COM,False,False,False,Inferred Single,False,False,False,False,False,False,False,False,False,$50;000-$74;999,$500;000-$774;999,,,misc\. residential (condo store/flat),,False,,False,True,True,False,False,False,False,False,False,False,False,False,100+ HOUSEHOLDS,,,GREATER THAN 1 ACRE,MULTI FAMILY DWELLING UNIT,,False,,,,,,,,,1,,1,,,,,,,,,1971,Saturday,16,42350,11,0:05:18,0
,,,,False,,,Hanes,,,friend / family,False,,,liverpool,NY,Other,True,True,False,Married,True,True,True,True,False,True,False,False,True,$75;000-$99;999,$1;000-$24;999,,TRUCK OR UTILITY VEHICLE,single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,True,False,True,False,False,True,False,True,SINGLE HOUSEHOLD,EQUITY $5;000-$9;999,2;000-2;499 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $5;000-$9;999,False,Female,PROFESSIONAL/TECHNICAL,Male,,,23000,52,44,2,1970,12,1987,198712,3,4,3,8,,12,1979,Saturday,17,42354,2,0:01:09,0
trouser socks,Epilady,,,False,very casual,6 to 10,Hanes,friend,,e-mail,True,every 6 months,,Factoryville,PA,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,17,42358,22,0:14:45,0
casual socks,DailyHerbs,,,False,very casual,11 to 15,Danskin,,,friend / family,True,every 6 months,,New Tripoli,PA,NET,False,False,False,Married,False,True,True,True,True,False,False,True,False,$40;000-$49;999,$150;000-$174;999,True,,single family dwelling,60-69%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $20;000-$29;000,1;750-1;999 FT,GREATER THAN 1 ACRE,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Female,,Male,,,,44,48,4,1880,7,1992,199205,2,3,,2,5,5,1900,Saturday,17,42362,6,0:04:51,0
trouser socks,Conair,,,False,business casual,1 to 5,Hanes,,,other,True,each week,,Grandville,MI,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,17,42366,4,0:01:56,0
casual socks,Lucky Chick,,,False,comfortable / athletic,1 to 5,Hot Sox,spouse,,other,True,,,Riverhead,NY,NET,False,False,False,Married,False,True,True,True,True,True,False,False,False,$50;000-$74;999,$125;000-$149;999,True,,,,False,Owner,True,True,True,False,True,False,True,True,False,False,False,True,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Female,,,,,,34,,1,,6,1994,199400,,,7,,,,1976,Saturday,17,42374,3,0:00:58,0
,,,,False,,,,,,,False,,,Bayshore,NY,COM,True,True,False,Married,False,True,True,True,True,True,False,True,True,$75;000-$99;999,$50;000-$74;999,True,STATION WAGON,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,8000,22,,4,,15,1980,198000,2,3,1,,,,1975,Saturday,18,42382,4,0:01:51,0
hosiery,Epilady,,,False,business dress,15 or more,Berkshire,,,friend / family,True,each week,,Lancaster,NY,COM,False,False,False,Married,False,True,True,True,False,True,False,True,False,$40;000-$49;999,,,IMPORT (STANDARD/ECONOMY),,,False,Renter,False,True,True,False,True,True,True,True,False,False,False,True,3 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Female,,Male,CRAFTSMAN/BLUE COLLAR,,2000,34,38,2,,4,,,2,,4,,,,1975,Saturday,18,42386,8,0:06:41,0
casual socks,Living Earth,,,False,,1 to 5,Givenchy,parent,,e-mail,True,,,Armstrong,MO,NET,False,False,False,Single,True,True,True,True,False,False,False,False,False,$30;000-$39;999,$50;000-$74;999,True,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,CLERICAL/WHITE COLLAR,Female,CLERICAL/WHITE COLLAR,,6000,42,78,3,,7,1993,199300,2,,,,,,1986,Saturday,18,42390,8,0:09:07,0
hosiery,Dr\. Perricone,,,False,business casual,,Hanes,,,other,True,every 6 months,,Richfield,MN,COM,True,False,False,Married,True,True,True,False,False,False,False,False,True,$50;000-$74;999,$75;000-$99;999,,TRUCK OR UTILITY VEHICLE,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $5;000-$9;999,False,Male,ADMINISTRATIVE/MANAGERIAL,Female,,,24000,44,44,2,,7,1993,199301,2,3,,,,1,1956,Saturday,18,42394,25,0:24:24,0
,,,,False,,,,,,,False,,,Oakland,CA,COM,False,False,False,Single,True,True,True,True,True,False,False,False,False,$20;000-$29;999,$200;000-$224;999,True,,single family dwelling,60-69%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $30;000-$49;000,750-999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,,,,,,,30,,5,1924,15,1970,197007,1,3,,5,12,7,1900,Saturday,18,42398,33,0:14:59,0
athletic socks,Nature Made,,,False,business casual,15 or more,Hot Sox,,,friend / family,True,every 6 months,,Cambridge,MA,COM,False,False,False,Married,True,True,False,False,False,False,False,False,False,$50;000-$74;999,$150;000-$174;999,,,2-4 unit(duplex;triplex;quad),,False,Renter,False,True,True,False,False,False,False,False,False,False,False,False,2 HOUSEHOLDS,,2;000-2;499 FT,1 ACRE OR LESS,MULTI FAMILY DWELLING UNIT,,False,Female,SELF EMPLOYED PROF/TECH,,,,,36,,1,1903,1,,,,,,,,,1976,Saturday,19,42402,27,0:10:13,0
hosiery,Dr\. Schon,,,False,business dress,15 or more,Hanes,spouse,,e-mail,True,,,grayslake,IL,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,19,42406,5,0:05:10,0
,,,,False,,,,,,,True,,,Somerville,MA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,19,42414,9,0:05:54,0
,,,,False,,,Hanes,,,e-mail,False,,,Albemarle,NC,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,19,42418,19,0:34:28,0
athletic socks,Nature Made,,,False,very casual,15 or more,Hanes,,,e-mail,True,every 6 months,,mayer,AR,COM,True,False,False,Married,True,True,True,False,False,True,False,False,True,$40;000-$49;999,$75;000-$99;999,True,TRUCK OR UTILITY VEHICLE,single family dwelling,100-99%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,1;250-1;499 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $1-$4;999,False,Male,,Female,SELF EMPLOYED SALES/MARKETING,,29000,42,38,4,1997,3,1997,199703,1,3,1,7,3,3,1996,Saturday,19,42422,41,0:30:06,0
casual socks,Dr\. Schon,,,False,comfortable / athletic,15 or more,Hanes,,,e-mail,False,each week,,Pikesville,MD,COM,False,False,False,Married,True,True,True,True,True,True,False,True,True,$40;000-$49;999,$225;000-$249;999,True,,single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,False,False,False,False,True,True,False,True,5 HOUSEHOLDS,EQUITY $150;000-$199;999,7;000 FT AND OVER,,MULTI FAMILY DWELLING UNIT,EQUITY $200;000-$249;999,False,Male,SALES/SERVICE,,,,,50,50,2,,15,1981,198109,,,3,1,,9,1979,Saturday,19,42426,42,0:17:30,0
trouser socks,,,,False,business casual,15 or more,,,,other,True,every 6 months,,coconut creek,FL,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,20,42430,13,0:14:26,0
hosiery,Conair,,,False,business casual,11 to 15,Hanes,,,e-mail,True,once a year,,Nashville,TN,NET,True,True,False,Married,False,True,True,True,True,True,False,False,False,$50;000-$74;999,$125;000-$149;999,True,TRUCK OR UTILITY VEHICLE,single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $100;000-$149;999,2;500-2;999 FT,GREATER THAN 1 ACRE,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,,,,,,30000,28,,5,1977,14,1985,198512,,3,2,2,,12,1976,Saturday,20,42434,2,0:00:58,0
athletic socks,Medea,,,False,very casual,15 or more,American Essentials,,,friend / family,False,every 6 months,,toledo,OH,COM,True,False,False,Married,False,True,True,True,True,True,False,False,True,$40;000-$49;999,$75;000-$99;999,,FULL SIZE (STANDARD/LUXURY),single family dwelling,75-79%,False,Owner,True,True,True,False,False,False,False,False,False,True,False,False,SINGLE HOUSEHOLD,EQUITY $1-$4;999,1;250-1;499 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,Female,HOUSEWIFE,Male,PROFESSIONAL/TECHNICAL,,13000,30,34,2,1927,3,1996,199608,1,3,1,5,8,8,1927,Saturday,20,42438,20,0:16:22,0
casual socks,Epilady,,,False,comfortable / athletic,11 to 15,Danskin,,,other,True,every 6 months,,Kansas City,KS,COM,False,False,False,,True,True,True,True,False,False,False,False,True,$40;000-$49;999,,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,CRAFTSMAN/BLUE COLLAR,Female,CRAFTSMAN/BLUE COLLAR,,,22,30,2,,8,1992,199200,,,,,,,1995,Saturday,20,42442,52,0:20:01,0
hosiery,Ya Babi,,,False,business casual,15 or more,Donna Karan,,,e-mail,False,,,Plymouth,MN,COM,True,False,False,Married,False,True,True,True,True,True,False,False,True,$40;000-$49;999,$125;000-$149;999,True,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,False,False,True,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,Female,,Male,CRAFTSMAN/BLUE COLLAR,,23000,40,54,4,,7,1992,199208,1,3,2,,,8,1973,Saturday,20,42446,7,0:05:22,0
